id,kor
NIA_SL_WORD1527_REAL01_F,원한
NIA_SL_WORD1528_REAL01_F,엄마
NIA_SL_WORD1529_REAL01_F,썩다
NIA_SL_WORD1530_REAL01_F,바쁘다
NIA_SL_WORD1531_REAL01_F,남편
NIA_SL_WORD1532_REAL01_F,버릇
NIA_SL_WORD1533_REAL01_F,병
NIA_SL_WORD1534_REAL01_F,밥
NIA_SL_WORD1535_REAL01_F,부부
NIA_SL_WORD1536_REAL01_F,붓다
NIA_SL_WORD1537_REAL01_F,빗
NIA_SL_WORD1538_REAL01_F,죽다
NIA_SL_WORD1539_REAL01_F,사진기
NIA_SL_WORD1540_REAL01_F,생활
NIA_SL_WORD1541_REAL01_F,성공
NIA_SL_WORD1542_REAL01_F,자라다
NIA_SL_WORD1543_REAL01_F,세수
NIA_SL_WORD1544_REAL01_F,자다
NIA_SL_WORD1545_REAL01_F,수영
NIA_SL_WORD1546_REAL01_F,승부차기
NIA_SL_WORD1547_REAL01_F,시아버지
NIA_SL_WORD1548_REAL01_F,망신
NIA_SL_WORD1549_REAL01_F,시집
NIA_SL_WORD1550_REAL01_F,뚫다
NIA_SL_WORD1551_REAL01_F,면박
NIA_SL_WORD1552_REAL01_F,야구
NIA_SL_WORD1553_REAL01_F,똑똑하다
NIA_SL_WORD1554_REAL01_F,피곤
NIA_SL_WORD1555_REAL01_F,양치
NIA_SL_WORD1556_REAL01_F,오빠
NIA_SL_WORD1557_REAL01_F,출장
NIA_SL_WORD1558_REAL01_F,이사
NIA_SL_WORD1559_REAL01_F,들추어내다
NIA_SL_WORD1560_REAL01_F,아들딸
NIA_SL_WORD1561_REAL01_F,자살
NIA_SL_WORD1562_REAL01_F,8번째
NIA_SL_WORD1563_REAL01_F,맏형
NIA_SL_WORD1564_REAL01_F,테니스
NIA_SL_WORD1565_REAL01_F,할머니
NIA_SL_WORD1566_REAL01_F,할아버지
NIA_SL_WORD1567_REAL01_F,조상
NIA_SL_WORD1568_REAL01_F,조카
NIA_SL_WORD1569_REAL01_F,중독
NIA_SL_WORD1570_REAL01_F,연기
NIA_SL_WORD1571_REAL01_F,치매
NIA_SL_WORD1572_REAL01_F,탈
NIA_SL_WORD1573_REAL01_F,흩어지다
NIA_SL_WORD1574_REAL01_F,형
NIA_SL_WORD1575_REAL01_F,사별
NIA_SL_WORD1576_REAL01_F,환자
NIA_SL_WORD1577_REAL01_F,시작
NIA_SL_WORD1578_REAL01_F,밖
NIA_SL_WORD1579_REAL01_F,먹칠하다
NIA_SL_WORD1580_REAL01_F,견습
NIA_SL_WORD1581_REAL01_F,시험
NIA_SL_WORD1582_REAL01_F,고백
NIA_SL_WORD1583_REAL01_F,째려보다
NIA_SL_WORD1584_REAL01_F,관계
NIA_SL_WORD1585_REAL01_F,논란
NIA_SL_WORD1586_REAL01_F,교제
NIA_SL_WORD1587_REAL01_F,구걸
NIA_SL_WORD1588_REAL01_F,구조
NIA_SL_WORD1589_REAL01_F,부탁
NIA_SL_WORD1590_REAL01_F,글
NIA_SL_WORD1591_REAL01_F,대기
NIA_SL_WORD1592_REAL01_F,회사
NIA_SL_WORD1593_REAL01_F,기차
NIA_SL_WORD1594_REAL01_F,거슬리다
NIA_SL_WORD1595_REAL01_F,단어
NIA_SL_WORD1596_REAL01_F,심부름
NIA_SL_WORD1597_REAL01_F,상담
NIA_SL_WORD1598_REAL01_F,뻔뻔
NIA_SL_WORD1599_REAL01_F,다리
NIA_SL_WORD1600_REAL01_F,창피하다
NIA_SL_WORD1601_REAL01_F,달서구주민지원센터
NIA_SL_WORD1602_REAL01_F,동구지부
NIA_SL_WORD1603_REAL01_F,동구수어통역센터
NIA_SL_WORD1604_REAL01_F,동구주민지원센터
NIA_SL_WORD1605_REAL01_F,수성구지부
NIA_SL_WORD1606_REAL01_F,수성구수어통역센터
NIA_SL_WORD1607_REAL01_F,수성구주민지원센터
NIA_SL_WORD1608_REAL01_F,인천광역시농아인협회
NIA_SL_WORD1609_REAL01_F,강화군지부
NIA_SL_WORD1610_REAL01_F,강화군수어통역센터
NIA_SL_WORD1611_REAL01_F,강화군주민지원센터
NIA_SL_WORD1612_REAL01_F,연수구지부
NIA_SL_WORD1613_REAL01_F,연수구수어통역센터
NIA_SL_WORD1614_REAL01_F,연수구주민지원센터
NIA_SL_WORD1615_REAL01_F,대전농아인협회
NIA_SL_WORD1616_REAL01_F,대덕구지부
NIA_SL_WORD1617_REAL01_F,대덕수어통역센터
NIA_SL_WORD1618_REAL01_F,대덕구주민지원센터
NIA_SL_WORD1619_REAL01_F,서구지부
NIA_SL_WORD1620_REAL01_F,서구수어통역센터
NIA_SL_WORD1621_REAL01_F,서구주민지원센터
NIA_SL_WORD1622_REAL01_F,유성구지부
NIA_SL_WORD1623_REAL01_F,유성구수어통역센터
NIA_SL_WORD1624_REAL01_F,유성구주민지원센터
NIA_SL_WORD1625_REAL01_F,중구지부
NIA_SL_WORD1626_REAL01_F,중구수어통역센터
NIA_SL_WORD1627_REAL01_F,중구주민지원센터
NIA_SL_WORD1628_REAL01_F,광주광역시농아인협회
NIA_SL_WORD1629_REAL01_F,광산구지부
NIA_SL_WORD1630_REAL01_F,광산구수어통역센터
NIA_SL_WORD1631_REAL01_F,광산구주민지원센터
NIA_SL_WORD1632_REAL01_F,남구지부
NIA_SL_WORD1633_REAL01_F,남구수어통역센터
NIA_SL_WORD1634_REAL01_F,남구주민지원센터
NIA_SL_WORD1635_REAL01_F,관계없다
NIA_SL_WORD1636_REAL01_F,상관없다
NIA_SL_WORD1637_REAL01_F,없다
NIA_SL_WORD1638_REAL01_F,울산광역시농아인협회
NIA_SL_WORD1639_REAL01_F,세종특별자치시농아인협회
NIA_SL_WORD1640_REAL01_F,경기농아인협회
NIA_SL_WORD1641_REAL01_F,가평군지부
NIA_SL_WORD1642_REAL01_F,가평군수어통역센터
NIA_SL_WORD1643_REAL01_F,가평군주민지원센터
NIA_SL_WORD1644_REAL01_F,고양시지부
NIA_SL_WORD1645_REAL01_F,고양시수어통역센터
NIA_SL_WORD1646_REAL01_F,고양시청
NIA_SL_WORD1647_REAL01_F,과천시지부
NIA_SL_WORD1648_REAL01_F,과천시수어통역센터
NIA_SL_WORD1649_REAL01_F,과천시청
NIA_SL_WORD1650_REAL01_F,광명시지부
NIA_SL_WORD1651_REAL01_F,광명시수어통역센터
NIA_SL_WORD1652_REAL01_F,광명시청
NIA_SL_WORD1653_REAL01_F,광주시지부
NIA_SL_WORD1654_REAL01_F,광주시수어통역센터
NIA_SL_WORD1655_REAL01_F,광주시청
NIA_SL_WORD1656_REAL01_F,구리시지부
NIA_SL_WORD1657_REAL01_F,구리시수어통역센터
NIA_SL_WORD1658_REAL01_F,구리시청
NIA_SL_WORD1659_REAL01_F,군포시지부
NIA_SL_WORD1660_REAL01_F,군포시수어통역센터
NIA_SL_WORD1661_REAL01_F,군포시청
NIA_SL_WORD1662_REAL01_F,김포시지부
NIA_SL_WORD1663_REAL01_F,김포시수어통역센터
NIA_SL_WORD1664_REAL01_F,김포시청
NIA_SL_WORD1665_REAL01_F,남양주시지부
NIA_SL_WORD1666_REAL01_F,남양주시수어통역센터
NIA_SL_WORD1667_REAL01_F,남양주시청
NIA_SL_WORD1668_REAL01_F,동두천시지부
NIA_SL_WORD1669_REAL01_F,동두천시수어통역센터
NIA_SL_WORD1670_REAL01_F,동두천시청
NIA_SL_WORD1671_REAL01_F,부천시지부
NIA_SL_WORD1672_REAL01_F,부천시수어통역센터
NIA_SL_WORD1673_REAL01_F,부천시청
NIA_SL_WORD1674_REAL01_F,성남시지부
NIA_SL_WORD1675_REAL01_F,성남시수어통역센터
NIA_SL_WORD1676_REAL01_F,성남시청
NIA_SL_WORD1677_REAL01_F,안성시지부
NIA_SL_WORD1678_REAL01_F,안성시수어통역센터
NIA_SL_WORD1679_REAL01_F,안성시청
NIA_SL_WORD1680_REAL01_F,안양시지부
NIA_SL_WORD1681_REAL01_F,안양시수어통역센터
NIA_SL_WORD1682_REAL01_F,안양시청
NIA_SL_WORD1683_REAL01_F,양주시지부
NIA_SL_WORD1684_REAL01_F,양주시수어통역센터
NIA_SL_WORD1685_REAL01_F,양주시청
NIA_SL_WORD1686_REAL01_F,양평군지부
NIA_SL_WORD1687_REAL01_F,양평군수어통역센터
NIA_SL_WORD1688_REAL01_F,양평군주민지원센터
NIA_SL_WORD1689_REAL01_F,여주시지부
NIA_SL_WORD1690_REAL01_F,여주시수어통역센터
NIA_SL_WORD1691_REAL01_F,여주시청
NIA_SL_WORD1692_REAL01_F,연천군지부
NIA_SL_WORD1693_REAL01_F,연천군수어통역센터
NIA_SL_WORD1694_REAL01_F,연천군주민지원센터
NIA_SL_WORD1695_REAL01_F,오산시지부
NIA_SL_WORD1696_REAL01_F,오산시수어통역센터
NIA_SL_WORD1697_REAL01_F,오산시시청
NIA_SL_WORD1698_REAL01_F,용인시지부
NIA_SL_WORD1699_REAL01_F,용인시수어통역센터
NIA_SL_WORD1700_REAL01_F,용인시청
NIA_SL_WORD1701_REAL01_F,의왕시지부
NIA_SL_WORD1702_REAL01_F,의왕시수어통역센터
NIA_SL_WORD1703_REAL01_F,의왕시청
NIA_SL_WORD1704_REAL01_F,의정부시지부
NIA_SL_WORD1705_REAL01_F,의정부시수어통역센터
NIA_SL_WORD1706_REAL01_F,의정부시청
NIA_SL_WORD1707_REAL01_F,이천시지부
NIA_SL_WORD1708_REAL01_F,이천시수어통역센터
NIA_SL_WORD1709_REAL01_F,이천시청
NIA_SL_WORD1710_REAL01_F,파주시지부
NIA_SL_WORD1711_REAL01_F,파주시수어통역센터
NIA_SL_WORD1712_REAL01_F,파주시청
NIA_SL_WORD1713_REAL01_F,평택시지부
NIA_SL_WORD1714_REAL01_F,평택시수어통역센터
NIA_SL_WORD1715_REAL01_F,평택시청
NIA_SL_WORD1716_REAL01_F,포천시지부
NIA_SL_WORD1717_REAL01_F,포천시수어통역센터
NIA_SL_WORD1718_REAL01_F,포천시청
NIA_SL_WORD1719_REAL01_F,하남시지부
NIA_SL_WORD1720_REAL01_F,하남시수어통역센터
NIA_SL_WORD1721_REAL01_F,하남시청
NIA_SL_WORD1722_REAL01_F,화성시지부
NIA_SL_WORD1723_REAL01_F,화성시수어통역센터
NIA_SL_WORD1724_REAL01_F,화성시청
NIA_SL_WORD1725_REAL01_F,강원도농아인협회
NIA_SL_WORD1726_REAL01_F,강릉시지부
NIA_SL_WORD1727_REAL01_F,강릉시수어통역센터
NIA_SL_WORD1728_REAL01_F,강릉시청
NIA_SL_WORD1729_REAL01_F,고성지부
NIA_SL_WORD1730_REAL01_F,고성시수어통역센터
NIA_SL_WORD1731_REAL01_F,재미없다
NIA_SL_WORD1732_REAL01_F,동해시지부
NIA_SL_WORD1733_REAL01_F,동해시수어통역센터
NIA_SL_WORD1734_REAL01_F,동해시청
NIA_SL_WORD1735_REAL01_F,삼척시지부
NIA_SL_WORD1736_REAL01_F,삼척시수어통역센터
NIA_SL_WORD1737_REAL01_F,삼척시청
NIA_SL_WORD1738_REAL01_F,속초시지부
NIA_SL_WORD1739_REAL01_F,속초시수어통역센터
NIA_SL_WORD1740_REAL01_F,속초시청
NIA_SL_WORD1741_REAL01_F,양양군지부
NIA_SL_WORD1742_REAL01_F,양양군수어통역센터
NIA_SL_WORD1743_REAL01_F,양양군주민지원센터
NIA_SL_WORD1744_REAL01_F,영월군지부
NIA_SL_WORD1745_REAL01_F,영월군수어통역센터
NIA_SL_WORD1746_REAL01_F,영월군주민지원센터
NIA_SL_WORD1747_REAL01_F,원주시지부
NIA_SL_WORD1748_REAL01_F,원주시수어통역센터
NIA_SL_WORD1749_REAL01_F,원주시청
NIA_SL_WORD1750_REAL01_F,비다
NIA_SL_WORD1751_REAL01_F,솜씨없다
NIA_SL_WORD1752_REAL01_F,무소유
NIA_SL_WORD1753_REAL01_F,철원군지부
NIA_SL_WORD1754_REAL01_F,철원군수어통역센터
NIA_SL_WORD1755_REAL01_F,철원군주민지원센터
NIA_SL_WORD1756_REAL01_F,춘천시지부
NIA_SL_WORD1757_REAL01_F,춘천시수어통역센터
NIA_SL_WORD1758_REAL01_F,춘천시청
NIA_SL_WORD1759_REAL01_F,더디다
NIA_SL_WORD1760_REAL01_F,한눈팔다
NIA_SL_WORD1761_REAL01_F,건성
NIA_SL_WORD1762_REAL01_F,평창지부
NIA_SL_WORD1763_REAL01_F,평창군수어통역센터
NIA_SL_WORD1764_REAL01_F,평창군주민지원센터
NIA_SL_WORD1765_REAL01_F,홍천군지부
NIA_SL_WORD1766_REAL01_F,홍천군수어통역센터
NIA_SL_WORD1767_REAL01_F,홍천군주민지원센터
NIA_SL_WORD1768_REAL01_F,화천군지부
NIA_SL_WORD1769_REAL01_F,화천군수어통역센터
NIA_SL_WORD1770_REAL01_F,화천군주민지원센터
NIA_SL_WORD1771_REAL01_F,횡성군지부
NIA_SL_WORD1772_REAL01_F,횡성군수어통역센터
NIA_SL_WORD1773_REAL01_F,횡성군주민지원센터
NIA_SL_WORD1774_REAL01_F,충북농아인협회
NIA_SL_WORD1775_REAL01_F,괴산군지부
NIA_SL_WORD1776_REAL01_F,괴산군수어통역센터
NIA_SL_WORD1777_REAL01_F,괴산군주민지원센터
NIA_SL_WORD1778_REAL01_F,단양군지부
NIA_SL_WORD1779_REAL01_F,단양군수어통역센터
NIA_SL_WORD1780_REAL01_F,단양군주민지원센터
NIA_SL_WORD1781_REAL01_F,보은군지부
NIA_SL_WORD1782_REAL01_F,보은군수어통역센터
NIA_SL_WORD1783_REAL01_F,보은군주민지원센터
NIA_SL_WORD1784_REAL01_F,영동군지부
NIA_SL_WORD1785_REAL01_F,영동군수어통역센터
NIA_SL_WORD1786_REAL01_F,영동군주민지원센터
NIA_SL_WORD1787_REAL01_F,옥천군지부
NIA_SL_WORD1788_REAL01_F,옥천군수어통역센터
NIA_SL_WORD1789_REAL01_F,옥천군주민지원센터
NIA_SL_WORD1790_REAL01_F,제천시지부
NIA_SL_WORD1791_REAL01_F,제천시수어통역센터
NIA_SL_WORD1792_REAL01_F,제천시청
NIA_SL_WORD1793_REAL01_F,진천군지부
NIA_SL_WORD1794_REAL01_F,진천군수어통역센터
NIA_SL_WORD1795_REAL01_F,진천군주민지원센터
NIA_SL_WORD1796_REAL01_F,청주시지부
NIA_SL_WORD1797_REAL01_F,청주시수어통역센터
NIA_SL_WORD1798_REAL01_F,청주시청
NIA_SL_WORD1799_REAL01_F,충주시지부
NIA_SL_WORD1800_REAL01_F,충주시수어통역센터
NIA_SL_WORD1801_REAL01_F,충주시청
NIA_SL_WORD1802_REAL01_F,충남농아인협회
NIA_SL_WORD1803_REAL01_F,천안시지부
NIA_SL_WORD1804_REAL01_F,천안시수어통역센터
NIA_SL_WORD1805_REAL01_F,천안시청
NIA_SL_WORD1806_REAL01_F,공주시지부
NIA_SL_WORD1807_REAL01_F,공주시수어통역센터
NIA_SL_WORD1808_REAL01_F,공주시청
NIA_SL_WORD1809_REAL01_F,9번째
NIA_SL_WORD1810_REAL01_F,10번째
NIA_SL_WORD1811_REAL01_F,12번째
NIA_SL_WORD1812_REAL01_F,논산시지부
NIA_SL_WORD1813_REAL01_F,논산시수어통역센터
NIA_SL_WORD1814_REAL01_F,논산시청
NIA_SL_WORD1815_REAL01_F,당진시지부
NIA_SL_WORD1816_REAL01_F,당진시수어통역센터
NIA_SL_WORD1817_REAL01_F,당진시청
NIA_SL_WORD1818_REAL01_F,보령시지부
NIA_SL_WORD1819_REAL01_F,보령수어통역센터
NIA_SL_WORD1820_REAL01_F,보령시청
NIA_SL_WORD1821_REAL01_F,부여군지부
NIA_SL_WORD1822_REAL01_F,부여군수어통역센터
NIA_SL_WORD1823_REAL01_F,부여군주민지원센터
NIA_SL_WORD1824_REAL01_F,서산시지부
NIA_SL_WORD1825_REAL01_F,서산시수어통역센터
NIA_SL_WORD1826_REAL01_F,서산시청
NIA_SL_WORD1827_REAL01_F,서천군지부
NIA_SL_WORD1828_REAL01_F,서천군수어통역센터
NIA_SL_WORD1829_REAL01_F,서천군주민지원센터
NIA_SL_WORD1830_REAL01_F,아산시지부
NIA_SL_WORD1831_REAL01_F,아산시수어통역센터
NIA_SL_WORD1832_REAL01_F,아산시청
NIA_SL_WORD1833_REAL01_F,예산군지부
NIA_SL_WORD1834_REAL01_F,예산군수어통역센터
NIA_SL_WORD1835_REAL01_F,예산군주민지원센터
NIA_SL_WORD1836_REAL01_F,청양군지부
NIA_SL_WORD1837_REAL01_F,청양군수어통역센터
NIA_SL_WORD1838_REAL01_F,청양군주민지원센터
NIA_SL_WORD1839_REAL01_F,태안군지부
NIA_SL_WORD1840_REAL01_F,태안군수어통역센터
NIA_SL_WORD1841_REAL01_F,태안군주민지원센터
NIA_SL_WORD1842_REAL01_F,홍성군지부
NIA_SL_WORD1843_REAL01_F,홍성군수어통역센터
NIA_SL_WORD1844_REAL01_F,홍성군주민지원센터
NIA_SL_WORD1845_REAL01_F,전북농아인협회
NIA_SL_WORD1846_REAL01_F,고창군지부
NIA_SL_WORD1847_REAL01_F,고창군수어통역센터
NIA_SL_WORD1848_REAL01_F,고창군주민지원센터
NIA_SL_WORD1849_REAL01_F,군산시지부
NIA_SL_WORD1850_REAL01_F,군산시수어통역센터
NIA_SL_WORD1851_REAL01_F,군산시청
NIA_SL_WORD1852_REAL01_F,김제시지부
NIA_SL_WORD1853_REAL01_F,김제시수어통역센터
NIA_SL_WORD1854_REAL01_F,김제시청
NIA_SL_WORD1855_REAL01_F,남원시지부
NIA_SL_WORD1856_REAL01_F,군산시청
NIA_SL_WORD1857_REAL01_F,남원시청
NIA_SL_WORD1858_REAL01_F,무주군지부
NIA_SL_WORD1859_REAL01_F,무주군수어통역센터
NIA_SL_WORD1860_REAL01_F,무주군주민지원센터
NIA_SL_WORD1861_REAL01_F,부안군지부
NIA_SL_WORD1862_REAL01_F,부안군수어통역센터
NIA_SL_WORD1863_REAL01_F,부안군주민지원센터
NIA_SL_WORD1864_REAL01_F,순창군지부
NIA_SL_WORD1865_REAL01_F,순창군주민지원센터
NIA_SL_WORD1866_REAL01_F,순창군주민지원센터
NIA_SL_WORD1867_REAL01_F,완주군지부
NIA_SL_WORD1868_REAL01_F,완주군수어통역센터
NIA_SL_WORD1869_REAL01_F,완주군주민지원센터
NIA_SL_WORD1870_REAL01_F,익산시지부
NIA_SL_WORD1871_REAL01_F,익산시수어통역센터
NIA_SL_WORD1872_REAL01_F,익산시청
NIA_SL_WORD1873_REAL01_F,임실군지부
NIA_SL_WORD1874_REAL01_F,임실군수어통역센터
NIA_SL_WORD1875_REAL01_F,임실군주민지원센터
NIA_SL_WORD1876_REAL01_F,빈털터리
NIA_SL_WORD1877_REAL01_F,평가하다
NIA_SL_WORD1878_REAL01_F,불가능
NIA_SL_WORD1879_REAL01_F,전주시지부
NIA_SL_WORD1880_REAL01_F,전주시수어통역센터
NIA_SL_WORD1881_REAL01_F,전주시청
NIA_SL_WORD1882_REAL01_F,전남농아인협회
NIA_SL_WORD1883_REAL01_F,강진군지부
NIA_SL_WORD1884_REAL01_F,강진군수어통역센터
NIA_SL_WORD1885_REAL01_F,강진군주민지원센터
NIA_SL_WORD1886_REAL01_F,고흥군지부
NIA_SL_WORD1887_REAL01_F,고흥군수어통역센터
NIA_SL_WORD1888_REAL01_F,고흥군주민지원센터
NIA_SL_WORD1889_REAL01_F,곡성군지부
NIA_SL_WORD1890_REAL01_F,곡성군수어통역센터
NIA_SL_WORD1891_REAL01_F,곡성군주민지원센터
NIA_SL_WORD1892_REAL01_F,광양군지부
NIA_SL_WORD1893_REAL01_F,광양군수어통역센터
NIA_SL_WORD1894_REAL01_F,광양군주민지원센터
NIA_SL_WORD1895_REAL01_F,나주시지부
NIA_SL_WORD1896_REAL01_F,나주시수어통역센터
NIA_SL_WORD1897_REAL01_F,나주시청
NIA_SL_WORD1898_REAL01_F,목포시지부
NIA_SL_WORD1899_REAL01_F,목포시수어통역센터
NIA_SL_WORD1900_REAL01_F,목포시청
NIA_SL_WORD1901_REAL01_F,무안군지부
NIA_SL_WORD1902_REAL01_F,무안군수어통역센터
NIA_SL_WORD1903_REAL01_F,무안군주민지원센터
NIA_SL_WORD1904_REAL01_F,보성군지부
NIA_SL_WORD1905_REAL01_F,보성군수어통역센터
NIA_SL_WORD1906_REAL01_F,보성군주민지원센터
NIA_SL_WORD1907_REAL01_F,순천시지부
NIA_SL_WORD1908_REAL01_F,순천시수어통역센터
NIA_SL_WORD1909_REAL01_F,순천시청
NIA_SL_WORD1910_REAL01_F,신안군지부
NIA_SL_WORD1911_REAL01_F,신안군수어통역센터
NIA_SL_WORD1912_REAL01_F,신안군주민지원센터
NIA_SL_WORD1913_REAL01_F,여수시지부
NIA_SL_WORD1914_REAL01_F,여수시수어통역센터
NIA_SL_WORD1915_REAL01_F,여수시청
NIA_SL_WORD1916_REAL01_F,영광군지부
NIA_SL_WORD1917_REAL01_F,영광군수어통역센터
NIA_SL_WORD1918_REAL01_F,영광군주민지원센터
NIA_SL_WORD1919_REAL01_F,영암군지부
NIA_SL_WORD1920_REAL01_F,영암군수어통역센터
NIA_SL_WORD1921_REAL01_F,영암군주민지원센터
NIA_SL_WORD1922_REAL01_F,불필요
NIA_SL_WORD1923_REAL01_F,하는수없다
NIA_SL_WORD1924_REAL01_F,맛없다
NIA_SL_WORD1925_REAL01_F,장흥군지부
NIA_SL_WORD1926_REAL01_F,장흥군수어통역센터
NIA_SL_WORD1927_REAL01_F,장흥군주민지원센터
NIA_SL_WORD1928_REAL01_F,진도군지부
NIA_SL_WORD1929_REAL01_F,진도군수어통역센터
NIA_SL_WORD1930_REAL01_F,진도군주민지원센터
NIA_SL_WORD1931_REAL01_F,해남군지부
NIA_SL_WORD1932_REAL01_F,해남군수어통역센터
NIA_SL_WORD1933_REAL01_F,해남군주민지원센터
NIA_SL_WORD1934_REAL01_F,경북농아인협회
NIA_SL_WORD1935_REAL01_F,경산시지부
NIA_SL_WORD1936_REAL01_F,경산시수어통역센터
NIA_SL_WORD1937_REAL01_F,경산시청
NIA_SL_WORD1938_REAL01_F,경주시지부
NIA_SL_WORD1939_REAL01_F,경주시수어통역센터
NIA_SL_WORD1940_REAL01_F,경주시청
NIA_SL_WORD1941_REAL01_F,고령군지부
NIA_SL_WORD1942_REAL01_F,고령군수어통역센터
NIA_SL_WORD1943_REAL01_F,고령군주민지원센터
NIA_SL_WORD1944_REAL01_F,구미시지부
NIA_SL_WORD1945_REAL01_F,구미시수어통역센터
NIA_SL_WORD1946_REAL01_F,구미시청
NIA_SL_WORD1947_REAL01_F,군위군지부
NIA_SL_WORD1948_REAL01_F,군위군수어통역센터
NIA_SL_WORD1949_REAL01_F,군위주민지원센터
NIA_SL_WORD1950_REAL01_F,김천시지부
NIA_SL_WORD1951_REAL01_F,김천시수어통역센터
NIA_SL_WORD1952_REAL01_F,아하
NIA_SL_WORD1953_REAL01_F,문경시지부
NIA_SL_WORD1954_REAL01_F,문경시수어통역센터
NIA_SL_WORD1955_REAL01_F,문경시청
NIA_SL_WORD1956_REAL01_F,봉화군지부
NIA_SL_WORD1957_REAL01_F,봉화군수어통역센터
NIA_SL_WORD1958_REAL01_F,봉화군주민지원센터
NIA_SL_WORD1959_REAL01_F,상주시지부
NIA_SL_WORD1960_REAL01_F,상주시수어통역센터
NIA_SL_WORD1961_REAL01_F,상주시청
NIA_SL_WORD1962_REAL01_F,성주시지부
NIA_SL_WORD1963_REAL01_F,성주시수어통역센터
NIA_SL_WORD1964_REAL01_F,성주시청
NIA_SL_WORD1965_REAL01_F,안동시지부
NIA_SL_WORD1966_REAL01_F,안동시수어통역센터
NIA_SL_WORD1967_REAL01_F,안동시청
NIA_SL_WORD1968_REAL01_F,영덕군지부
NIA_SL_WORD1969_REAL01_F,영덕군수어통역센터
NIA_SL_WORD1970_REAL01_F,영덕군주민지원센터
NIA_SL_WORD1971_REAL01_F,영양군지부
NIA_SL_WORD1972_REAL01_F,영양군수어통역센터
NIA_SL_WORD1973_REAL01_F,영양군주민지원센터
NIA_SL_WORD1974_REAL01_F,영주시지부
NIA_SL_WORD1975_REAL01_F,영주시수어통역센터
NIA_SL_WORD1976_REAL01_F,영주시청
NIA_SL_WORD1977_REAL01_F,영천시지부
NIA_SL_WORD1978_REAL01_F,영천시수어통역센터
NIA_SL_WORD1979_REAL01_F,영천시청
NIA_SL_WORD1980_REAL01_F,예천군지부
NIA_SL_WORD1981_REAL01_F,예천군수어통역센터
NIA_SL_WORD1982_REAL01_F,예천군주민지원센터
NIA_SL_WORD1983_REAL01_F,울릉군지부
NIA_SL_WORD1984_REAL01_F,울릉군수어통역센터
NIA_SL_WORD1985_REAL01_F,울릉군주민지원센터
NIA_SL_WORD1986_REAL01_F,울진군지부
NIA_SL_WORD1987_REAL01_F,울진군수어통역센터
NIA_SL_WORD1988_REAL01_F,울진군주민지원센터
